ItemType	Code	Equiv1	Equiv2	Repair	Body	BodyLoc1	BodyLoc2	Shoots	Quiver	Throwable	Reload	ReEquip	AutoStack	Magic	Rare	Normal	Beltable	MaxSockets1	MaxSocketsLevelThreshold1	MaxSockets2	MaxSocketsLevelThreshold2	MaxSockets3	TreasureClass	Rarity	StaffMods	Class	VarInvGfx	InvGfx1	InvGfx2	InvGfx3	InvGfx4	InvGfx5	InvGfx6	StorePage	*eol	*skillID	*CTC	UICategory	RunewordCategory1	RunewordCategory2	Restricted
A400	A400			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 22 lev12				
A401	A401			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 22 lev13				
A402	A402			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 22 lev14				
A403	A403			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 22 lev15				
A404	A404			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 22 lev16				
A405	A405			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 22 lev17				
A406	A406			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 22 lev18				
A407	A407			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 22 lev19				
A408	A408			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 22 lev20				
A409	A409			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 22 lev21				
A410	A410			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 22 lev22				
A411	A411			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 22 lev23				
A412	A412			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 22 lev24				
A413	A413			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 22 lev25				
A414	A414			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 22 lev26				
A415	A415			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 22 lev27				
A416	A416			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 22 lev28				
A417	A417			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 22 lev29				
A418	A418			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 22 lev30				
A419	A419			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 22 lev31				
A420	A420			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 22 lev32				
A421	A421			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 22 lev33				
A422	A422			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 22 lev34				
A423	A423			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 22 lev35				
A424	A424			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 22 lev36				
A425	A425			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 22 lev37				
A426	A426			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 22 lev38				
A427	A427			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 22 lev39				
A428	A428			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 22 lev40				
A429	A429			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 22 lev41				
A430	A430			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 22 lev42				
A431	A431			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 22 lev43				
A432	A432			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 22 lev44				
A433	A433			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 22 lev45				
A434	A434			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 22 lev46				
A435	A435			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 22 lev47				
A436	A436			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 22 lev48				
A437	A437			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 22 lev49				
A438	A438			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 22 lev50				
A439	A439			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 22 lev51				
A440	A440			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 22 lev52				
A441	A441			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 22 lev53				
A442	A442			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 22 lev54				
A443	A443			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 22 lev55				
A444	A444			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 22 lev56				
A445	A445			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 22 lev57				
A446	A446			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 22 lev58				
A447	A447			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 22 lev59				
A448	A448			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 22 lev60				
A449	A449			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 22 lev61				
A450	A450			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 22 lev62				
A451	A451			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 22 lev63				
A452	A452			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 23 lev0				
A453	A453			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 23 lev1				
A454	A454			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 23 lev2				
A455	A455			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 23 lev3				
A456	A456			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 23 lev4				
A457	A457			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 23 lev5				
A458	A458			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 23 lev6				
A459	A459			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 23 lev7				
A460	A460			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 23 lev8				
A461	A461			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 23 lev9				
A462	A462			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 23 lev10				
A463	A463			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 23 lev11				
A464	A464			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 23 lev12				
A465	A465			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 23 lev13				
A466	A466			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 23 lev14				
A467	A467			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 23 lev15				
A468	A468			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 23 lev16				
A469	A469			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 23 lev17				
A470	A470			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 23 lev18				
A471	A471			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 23 lev19				
A472	A472			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 23 lev20				
A473	A473			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 23 lev21				
A474	A474			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 23 lev22				
A475	A475			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 23 lev23				
A476	A476			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 23 lev24				
A477	A477			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 23 lev25				
A478	A478			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 23 lev26				
A479	A479			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 23 lev27				
A480	A480			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 23 lev28				
A481	A481			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 23 lev29				
A482	A482			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 23 lev30				
A483	A483			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 23 lev31				
A484	A484			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 23 lev32				
A485	A485			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 23 lev33				
A486	A486			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 23 lev34				
A487	A487			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 23 lev35				
A488	A488			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 23 lev36				
A489	A489			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 23 lev37				
A490	A490			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 23 lev38				
A491	A491			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 23 lev39				
A492	A492			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 23 lev40				
A493	A493			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 23 lev41				
A494	A494			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 23 lev42				
A495	A495			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 23 lev43				
A496	A496			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 23 lev44				
A497	A497			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 23 lev45				
A498	A498			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 23 lev46				
A499	A499			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 23 lev47				
A500	A500			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 23 lev48				
A501	A501			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 23 lev49				
A502	A502			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 23 lev50				
A503	A503			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 23 lev51				
A504	A504			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 23 lev52				
A505	A505			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 23 lev53				
A506	A506			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 23 lev54				
A507	A507			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 23 lev55				
A508	A508			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 23 lev56				
A509	A509			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 23 lev57				
A510	A510			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 23 lev58				
A511	A511			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 23 lev59				
A512	A512			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 23 lev60				
A513	A513			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 23 lev61				
A514	A514			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 23 lev62				
A515	A515			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 23 lev63				
A516	A516			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 24 lev0				
A517	A517			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 24 lev1				
A518	A518			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 24 lev2				
A519	A519			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 24 lev3				
A520	A520			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 24 lev4				
A521	A521			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 24 lev5				
A522	A522			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 24 lev6				
A523	A523			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 24 lev7				
A524	A524			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 24 lev8				
A525	A525			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 24 lev9				
A526	A526			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 24 lev10				
A527	A527			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 24 lev11				
A528	A528			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 24 lev12				
A529	A529			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 24 lev13				
A530	A530			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 24 lev14				
A531	A531			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 24 lev15				
A532	A532			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 24 lev16				
A533	A533			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 24 lev17				
A534	A534			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 24 lev18				
A535	A535			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 24 lev19				
A536	A536			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 24 lev20				
A537	A537			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 24 lev21				
A538	A538			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 24 lev22				
A539	A539			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 24 lev23				
A540	A540			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 24 lev24				
A541	A541			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 24 lev25				
A542	A542			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 24 lev26				
A543	A543			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 24 lev27				
A544	A544			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 24 lev28				
A545	A545			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 24 lev29				
A546	A546			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 24 lev30				
A547	A547			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 24 lev31				
A548	A548			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 24 lev32				
A549	A549			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 24 lev33				
A550	A550			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 24 lev34				
A551	A551			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 24 lev35				
A552	A552			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 24 lev36				
A553	A553			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 24 lev37				
A554	A554			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 24 lev38				
A555	A555			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 24 lev39				
A556	A556			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 24 lev40				
A557	A557			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 24 lev41				
A558	A558			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 24 lev42				
A559	A559			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 24 lev43				
A560	A560			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 24 lev44				
A561	A561			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 24 lev45				
A562	A562			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 24 lev46				
A563	A563			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 24 lev47				
A564	A564			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 24 lev48				
A565	A565			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 24 lev49				
A566	A566			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 24 lev50				
A567	A567			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 24 lev51				
A568	A568			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 24 lev52				
A569	A569			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 24 lev53				
A570	A570			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 24 lev54				
A571	A571			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 24 lev55				
A572	A572			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 24 lev56				
A573	A573			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 24 lev57				
A574	A574			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 24 lev58				
A575	A575			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 24 lev59				
A576	A576			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 24 lev60				
A577	A577			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 24 lev61				
A578	A578			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 24 lev62				
A579	A579			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 24 lev63				
A580	A580			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 25 lev0				
A581	A581			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 25 lev1				
A582	A582			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 25 lev2				
A583	A583			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 25 lev3				
A584	A584			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 25 lev4				
A585	A585			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 25 lev5				
A586	A586			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 25 lev6				
A587	A587			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 25 lev7				
A588	A588			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 25 lev8				
A589	A589			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 25 lev9				
A590	A590			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 25 lev10				
A591	A591			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 25 lev11				
A592	A592			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 25 lev12				
A593	A593			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 25 lev13				
A594	A594			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 25 lev14				
A595	A595			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 25 lev15				
A596	A596			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 25 lev16				
A597	A597			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 25 lev17				
A598	A598			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 25 lev18				
A599	A599			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 25 lev19				
A600	A600			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 25 lev20				
A601	A601			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 25 lev21				
A602	A602			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 25 lev22				
A603	A603			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 25 lev23				
A604	A604			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 25 lev24				
A605	A605			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 25 lev25				
A606	A606			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 25 lev26				
A607	A607			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 25 lev27				
A608	A608			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 25 lev28				
A609	A609			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 25 lev29				
A610	A610			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 25 lev30				
A611	A611			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 25 lev31				
A612	A612			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 25 lev32				
A613	A613			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 25 lev33				
A614	A614			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 25 lev34				
A615	A615			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 25 lev35				
A616	A616			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 25 lev36				
A617	A617			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 25 lev37				
A618	A618			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 25 lev38				
A619	A619			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 25 lev39				
A620	A620			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 25 lev40				
A621	A621			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 25 lev41				
A622	A622			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 25 lev42				
A623	A623			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 25 lev43				
A624	A624			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 25 lev44				
A625	A625			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 25 lev45				
A626	A626			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 25 lev46				
A627	A627			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 25 lev47				
A628	A628			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 25 lev48				
A629	A629			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 25 lev49				
A630	A630			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 25 lev50				
A631	A631			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 25 lev51				
A632	A632			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 25 lev52				
A633	A633			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 25 lev53				
A634	A634			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 25 lev54				
A635	A635			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 25 lev55				
A636	A636			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 25 lev56				
A637	A637			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 25 lev57				
A638	A638			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 25 lev58				
A639	A639			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 25 lev59				
A640	A640			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 25 lev60				
A641	A641			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 25 lev61				
A642	A642			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 25 lev62				
A643	A643			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 25 lev63				
A644	A644			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 26 lev0				
A645	A645			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 26 lev1				
A646	A646			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 26 lev2				
A647	A647			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 26 lev3				
A648	A648			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 26 lev4				
A649	A649			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 26 lev5				
A650	A650			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 26 lev6				
A651	A651			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 26 lev7				
A652	A652			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 26 lev8				
A653	A653			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 26 lev9				
A654	A654			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 26 lev10				
A655	A655			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 26 lev11				
A656	A656			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 26 lev12				
A657	A657			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 26 lev13				
A658	A658			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 26 lev14				
A659	A659			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 26 lev15				
A660	A660			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 26 lev16				
A661	A661			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 26 lev17				
A662	A662			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 26 lev18				
A663	A663			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 26 lev19				
